datasets_path,classifier,n_jobs,random_seed,test_fraction,log_file,query_strategy,dataset_name,cluster,batch_size,plot,output_path,hyper_search_type,total_budget,amount_of_peaked_objects,plot_evolution,representative_features,stop_after_maximum_accuracy_reached,state_diff_probas,state_argsecond_probas,state_argthird_probas,state_distances_lab,state_distances_unlab,state_predicted_class,state_predicted_unity,state_distances,state_uncertainties,batch_mode,distance_metric,state_include_nr_features,pre_sampling_method,pre_sampling_arg,pre_sampling_hybrid_uncert,pre_sampling_hybrid_furthest,pre_sampling_hybrid_furthest_lab,pre_sampling_hybrid_pred_unity,amount_of_synthetic_labelling_functions,disable_fake_experiment_oracle,ws_mode,use_ws_labels_continously,andreas,andreas_number,len_train_data,synthetic_creation_args,acc_auc,cores,fit_time,acc_test,acc_test_oracle,f1_test_oracle,precision_test_oracle,recall_test_oracle,f1_auc,thread_id,end_time,amount_of_all_labels,shape,n_samples,__n_features,m_rel,m_red,m_irr,n_classes,n_clusters_per_class,random_state
../datasets,RF,1,30,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,3708,"{'shape': 'mix', 'n_samples': 7415, '__n_features': 48, 'm_rel': 35, 'm_red': 4, 'm_irr': 9, 'n_classes': 2, 'n_clusters_per_class': 5, 'random_state': 70658}",0.49917723226328564,1,41.79955797805451,0.49662800107903965,0.0,0.0,0.0,0.0,0.4936444074051365,47498750099520,2021-09-27 14:04:53.374563,52,mix,7415,48,35,4,9,2,5,70658
../datasets,RF,1,20,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,10152,"{'shape': 'mix', 'n_samples': 20303, '__n_features': 33, 'm_rel': 21, 'm_red': 10, 'm_irr': 2, 'n_classes': 6, 'n_clusters_per_class': 1, 'random_state': 94738}",0.17695793517880012,1,68.40378489508294,0.17082060880701408,0.0,0.0,0.0,0.0,0.14041443708149823,47874203373632,2021-09-27 14:05:21.830875,56,mix,20303,33,21,10,2,6,1,94738
../datasets,RF,1,10,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,11495,"{'shape': 'mix', 'n_samples': 22989, '__n_features': 33, 'm_rel': 27, 'm_red': 0, 'm_irr': 6, 'n_classes': 9, 'n_clusters_per_class': 5, 'random_state': 74894}",0.5883156429441447,1,62.062369683990255,0.5862188968157299,0.0,0.0,0.0,0.0,0.5745457945234551,47429678821440,2021-09-27 14:05:22.701681,52,mix,22989,33,27,0,6,9,5,74894
../datasets,RF,1,0,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,12792,"{'shape': 'mix', 'n_samples': 25584, '__n_features': 30, 'm_rel': 24, 'm_red': 6, 'm_irr': 0, 'n_classes': 6, 'n_clusters_per_class': 5, 'random_state': 50494}",0.5918464665415885,1,64.98424565093592,0.6263289555972483,0.0,0.0,0.0,0.0,0.5709117815301659,47086452588608,2021-09-27 14:05:25.626083,52,mix,25584,30,24,6,0,6,5,50494
../datasets,RF,1,31,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,6256,"{'shape': 'mix', 'n_samples': 12511, '__n_features': 24, 'm_rel': 16, 'm_red': 7, 'm_irr': 1, 'n_classes': 14, 'n_clusters_per_class': 4, 'random_state': 1609}",0.07355715427657875,1,63.14098574407399,0.07705835331734612,0.0,0.0,0.0,0.0,0.04384298540936417,47703364681792,2021-09-27 14:06:10.214849,64,mix,12511,24,16,7,1,14,4,1609
../datasets,RF,1,21,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,7344,"{'shape': 'mix', 'n_samples': 14688, '__n_features': 30, 'm_rel': 18, 'm_red': 6, 'm_irr': 6, 'n_classes': 12, 'n_clusters_per_class': 3, 'random_state': 21620}",0.07711737472766884,1,69.03417834313586,0.07747821350762528,0.0,0.0,0.0,0.0,0.053633270409055536,46933235351616,2021-09-27 14:06:44.898037,62,mix,14688,30,18,6,6,12,3,21620
../datasets,RF,1,11,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,12748,"{'shape': 'mix', 'n_samples': 25496, '__n_features': 32, 'm_rel': 17, 'm_red': 8, 'm_irr': 7, 'n_classes': 9, 'n_clusters_per_class': 5, 'random_state': 59294}",0.5677086601819894,1,64.1954834992066,0.6137433322874176,0.0,0.0,0.0,0.0,0.5199776988027351,47580975456320,2021-09-27 14:06:47.393278,52,mix,25496,32,17,8,7,9,5,59294
../datasets,RF,1,1,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,12373,"{'shape': 'mix', 'n_samples': 24746, '__n_features': 23, 'm_rel': 13, 'm_red': 9, 'm_irr': 1, 'n_classes': 6, 'n_clusters_per_class': 1, 'random_state': 17611}",0.17484441930008893,1,76.00223296298645,0.17061343247393518,0.0,0.0,0.0,0.0,0.1405860470385334,47483910402112,2021-09-27 14:07:02.557337,56,mix,24746,23,13,9,1,6,1,17611
../datasets,RF,1,40,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,5677,"{'shape': 'mix', 'n_samples': 11354, '__n_features': 35, 'm_rel': 18, 'm_red': 9, 'm_irr': 8, 'n_classes': 2, 'n_clusters_per_class': 2, 'random_state': 60110}",0.48656861018143377,1,46.24699725606479,0.5016734190593624,0.0,0.0,0.0,0.0,0.4337054418075776,47633831354432,2021-09-27 14:07:05.375621,52,mix,11354,35,18,9,8,2,2,60110
../datasets,RF,1,50,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_8/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,8,2819,"{'shape': 'mix', 'n_samples': 5637, '__n_features': 28, 'm_rel': 19, 'm_red': 4, 'm_irr': 5, 'n_classes': 12, 'n_clusters_per_class': 2, 'random_state': 65213}",0.08346344925479064,1,46.981981912162155,0.08339247693399574,0.0,0.0,0.0,0.0,0.06647315574443839,47170439069760,2021-09-27 14:07:05.372943,62,mix,5637,28,19,4,5,12,2,65213
