dataset_id,strategy_id,dataset_random_seed,strategy,duration,f1_auc,n_samples,n_features,n_informative,n_redundant,n_repeated,n_classes,n_clusters_per_class,weights,flip_y,class_sep,hypercube,scale,random_state
15,14,0,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.93307609600015,0.5383091926213659,400,4097,4097,0,0,40,?,?,?,?,?,?,0
15,14,44,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},111.01047860318795,0.6140804359022469,400,4097,4097,0,0,40,?,?,?,?,?,?,44
15,14,49,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},111.25474219908938,0.5362166348201491,400,4097,4097,0,0,40,?,?,?,?,?,?,49
15,14,37,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},110.83726554596797,0.5601942195111398,400,4097,4097,0,0,40,?,?,?,?,?,?,37
15,14,36,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},110.93441897304729,0.5584423265846642,400,4097,4097,0,0,40,?,?,?,?,?,?,36
15,14,45,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},112.55705128889531,0.5776384144622148,400,4097,4097,0,0,40,?,?,?,?,?,?,45
15,14,32,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},111.4936857779976,0.5611467050632135,400,4097,4097,0,0,40,?,?,?,?,?,?,32
15,14,35,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},111.6637983568944,0.6273383975714539,400,4097,4097,0,0,40,?,?,?,?,?,?,35
15,14,38,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},112.18272267002612,0.5832019732439042,400,4097,4097,0,0,40,?,?,?,?,?,?,38
15,14,27,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},110.82210733206011,0.5395264706553784,400,4097,4097,0,0,40,?,?,?,?,?,?,27
15,14,47,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},113.94967874395661,0.5786532325808714,400,4097,4097,0,0,40,?,?,?,?,?,?,47
15,14,31,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},112.84214928699657,0.5117013832626196,400,4097,4097,0,0,40,?,?,?,?,?,?,31
15,14,52,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.40800065803342,0.6036756082486833,400,4097,4097,0,0,40,?,?,?,?,?,?,52
15,14,51,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.73530826694332,0.5871774147881192,400,4097,4097,0,0,40,?,?,?,?,?,?,51
15,14,33,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},113.81198576209135,0.5827092135404379,400,4097,4097,0,0,40,?,?,?,?,?,?,33
15,14,25,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},113.67554269591346,0.5804201010036948,400,4097,4097,0,0,40,?,?,?,?,?,?,25
15,14,48,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},115.39629231905565,0.5715789708172693,400,4097,4097,0,0,40,?,?,?,?,?,?,48
15,14,34,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.21710440493189,0.5682605514095991,400,4097,4097,0,0,40,?,?,?,?,?,?,34
15,14,50,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},115.64479065290652,0.5890062425635042,400,4097,4097,0,0,40,?,?,?,?,?,?,50
15,14,16,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.4044035889674,0.5451703621420639,400,4097,4097,0,0,40,?,?,?,?,?,?,16
15,14,28,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.71729428507388,0.6105733706019991,400,4097,4097,0,0,40,?,?,?,?,?,?,28
