Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10
0.263995357,0.764928588,0.13842355,0.935242061,0.605866573,0.518789697,0.912225161,0.6082344510000001,0.723781923,0.73359095
0.546092303,0.65397459,0.065575135,0.227771913,0.845269445,0.8370658790000001,0.272378939,0.331678698,0.429296975,0.367422001
0.3367141039999999,0.5388424510000001,0.192801069,0.5535628220000001,0.0745145109999999,0.332993162,0.365792205,0.861309323,0.899016587,0.0886001519999999
0.092107835,0.995016662,0.014465045,0.176370646,0.241530075,0.514723634,0.562208164,0.158963258,0.073715215,0.2084632239999999
0.325261175,0.805967636,0.957033424,0.331664957,0.307923366,0.355314772,0.50189852,0.5584494520000001,0.885169295,0.1827544089999999
0.212464853,0.7803047609999999,0.458443656,0.634508561,0.373030452,0.465650668,0.413997158,0.0130800539999999,0.570250227,0.7366723629999999
0.258565714,0.437317789,0.559647989,0.109202597,0.994553306,0.896994183,0.488468506,0.251942977,0.017265143,0.538513303
0.869236755,0.277978893,0.42307639,0.11247202,0.183727053,0.034959735,0.111113968,0.249329646,0.5506833760000001,0.049843054
0.197077957,0.843918225,0.24339588,0.281278233,0.329148141,0.73458152,0.191947043,0.927804425,0.71326865,0.891548497
0.292984504,0.70343162,0.43962138,0.107867968,0.922947409,0.25345779,0.29565178,0.355286799,0.980911322,0.308864217
0.82178316,0.087778177,0.439292126,0.521600403,0.437606126,0.172573815,0.1171165419999999,0.5942122710000001,0.456008312,0.441426572
0.796622959,0.230542754,0.993018018,0.077074836,0.094068272,0.718627991,0.97761127,0.333385825,0.634842896,0.028728774
0.0455770109999999,0.335214629,0.657811898,0.723782888,0.3523041529999999,0.069136622,0.35538615,0.448041533,0.426715996,0.894023006
0.613660351,0.709060879,0.72676735,0.862584261,0.593115939,0.4741377329999999,0.941633436,0.7884376479999999,0.32329341,0.93107397
0.950744566,0.00515369,0.084186688,0.4781482589999999,0.212835698,0.714347429,0.664819245,0.803558106,0.465466125,0.30569249
0.336346337,0.252264976,0.212286846,0.020201061,0.20351433,0.534467876,0.4762629479999999,0.84566925,0.155376795,0.442781372
0.034440667,0.193546388,0.758741628,0.921457207,0.461482036,0.052933005,0.411735395,0.301823031,0.387137636,0.571518045
0.741544275,0.398253456,0.766471896,0.6356699889999999,0.261735405,0.837370662,0.001797073,0.568840871,0.037359861,0.2927691719999999
0.18443265,0.1741116439999999,0.301975524,0.8958932740000001,0.285613534,0.61599279,0.1970733489999999,0.738881177,0.8313708740000001,0.265761447
0.664514943,0.703410161,0.330706179,0.233882087,0.160895713,0.373187185,0.758884852,0.12711803,0.312418686,0.162027865
0.162824858,0.67406904,0.7054468429999999,0.774799377,0.894266951,0.44305732,0.399778512,0.0091361469999999,0.941850663,0.982710774
0.729838445,0.439145937,0.131569905,0.94207703,0.7979752259999999,0.3646968889999999,0.7995400579999999,0.585000298,0.488888852,0.313987428
0.62837389,0.746293907,0.8292489829999999,0.724112265,0.302079769,0.5261475210000001,0.8542406229999999,0.596766596,0.7575082470000001,0.674008347
0.0578836609999999,0.227161713,0.022493671,0.167069417,0.631315149,0.610103465,0.277752664,0.7285030090000001,0.716413663,0.97336982
0.445534827,0.640880815,0.689264498,0.937541796,0.037015721,0.3168467339999999,0.972311996,0.224585477,0.392999836,0.857239093
0.80183695,0.272857018,0.1092056769999999,0.922977807,0.65601374,0.376588915,0.7355468470000001,0.302567374,0.988731809,0.8473912109999999
0.27709612,0.37690306,0.40016797,0.327736778,0.182599698,0.280188962,0.63064565,0.210328585,0.553328201,0.080610963
0.228634015,0.894234972,0.507206244,0.380222724,0.836155695,0.64517434,0.5162433679999999,0.63838614,0.1027249309999999,0.620342582
0.834860657,0.973890851,0.808397842,0.2228277339999999,0.0189338,0.7081881409999999,0.986392307,0.5454791410000001,0.235897506,0.844788476
0.6697665110000001,0.6947792070000001,0.191047816,0.080716056,0.4414800129999999,0.115675429,0.054465507,0.949299707,0.318667291,0.410016957
0.532527349,0.7347174009999999,0.240940821,0.508275183,0.429606027,0.4753559329999999,0.662127594,0.847761323,0.294405435,0.3775165
0.170459071,0.592971063,0.046368306,0.625256091,0.889179707,0.632928326,0.185968383,0.309024276,0.275183119,0.4999325189999999
0.5102884679999999,0.48838469,0.598078122,0.735531754,0.959888927,0.210080511,0.719419037,0.578129506,0.890495368,0.959144476
0.977561989,0.1255588759999999,0.37783906,0.1951105739999999,0.088484417,0.644188178,0.277622527,0.741173256,0.772889313,0.7809293620000001
0.249775993,0.276444829,0.905771578,0.84330724,0.6229426570000001,0.7574262509999999,0.656207368,0.887785313,0.040509717,0.8081904529999999
0.975500682,0.758012545,0.37180729,0.971077588,0.8191400809999999,0.393431481,0.5009700579999999,0.30471223,0.978229553,0.484400964
0.613701727,0.533525735,0.2006338539999999,0.090363549,0.612605859,0.306218724,0.600071259,0.41089552,0.116348035,0.288307004
0.167420363,0.913796824,0.720466012,0.487073852,0.598087307,0.422400552,0.442034497,0.578835251,0.158315044,0.442630446
0.537472516,0.316746727,0.531189101,0.89246021,0.92533356,0.300121003,0.738260516,0.7159337379999999,0.941564501,0.358615466
0.379899131,0.749989136,0.696286153,0.5141798329999999,0.4178077529999999,0.063218934,0.212527309,0.281879233,0.545341772,0.669512935
0.633897303,0.008443236,0.903288417,0.508196171,0.68928542,0.290361882,0.146585007,0.131336594,0.542374829,0.403295465
0.633960424,0.926756849,0.290256691,0.193250863,0.041588621,0.652902521,0.417776512,0.39109763,0.399253127,0.6841896590000001
0.5499746529999999,0.292398218,0.527876638,0.155045705,0.735490876,0.679322833,0.445374915,0.521412746,0.478736547,0.806368509
0.178172988,0.304310337,0.028749014,0.80084381,0.161153013,0.8746500009999999,0.984052518,0.205747475,0.029727407,0.842088098
0.85563814,0.7737638490000001,0.225906093,0.53426595,0.044762563,0.460636277,0.739510764,0.40143003,0.658788668,0.5645635529999999
0.321796672,0.09409035,0.7220475470000001,0.330314116,0.216935982,0.3411642039999999,0.18835891,0.774157515,0.210362165,0.160778666
0.8174905370000001,0.647528074,0.04621396,0.487270462,0.0538724359999999,0.817499315,0.390588559,0.3947500889999999,0.736854385,0.442688741
0.254879417,0.608603396,0.0005988969999999,0.386169616,0.744968747,0.828575396,0.325770351,0.68405757,0.626845368,0.969370171
0.344140513,0.365420932,0.819993946,0.142904573,0.104520037,0.5604440079999999,0.7854135,0.085635752,0.442043575,0.160792025
0.8061457259999999,0.177988907,0.809163898,0.23465458,0.633574655,0.909467828,0.578163164,0.1181201069999999,0.296965616,0.488705933
0.277081671,0.116621154,0.6284021360000001,0.495660889,0.171956768,0.013253648,0.166986274,0.308658998,0.885351951,0.485080179
0.544328519,0.042684829,0.6531273989999999,0.959081019,0.21136834,0.973764556,0.303780905,0.4877318,0.971283128,0.301296897
