dataset_id,strategy_id,dataset_random_seed,strategy,duration,f1_auc,n_samples,n_features,n_informative,n_redundant,n_repeated,n_classes,n_clusters_per_class,weights,flip_y,class_sep,hypercube,scale,random_state
11,14,0,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.92232210934162,0.846815345082472,690,15,15,0,0,2,?,?,?,?,?,?,0
11,14,1,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},32.46252917870879,0.839125880901743,690,15,15,0,0,2,?,?,?,?,?,?,1
11,14,2,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.28351573320106,0.8343303235047804,690,15,15,0,0,2,?,?,?,?,?,?,2
11,14,5,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.332417564000934,0.84938217097668,690,15,15,0,0,2,?,?,?,?,?,?,5
11,14,4,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.369577046018094,0.8391754393911415,690,15,15,0,0,2,?,?,?,?,?,?,4
11,14,3,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.40058622090146,0.8304529357463946,690,15,15,0,0,2,?,?,?,?,?,?,3
11,14,12,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.70103067159653,0.8422996075922144,690,15,15,0,0,2,?,?,?,?,?,?,12
11,14,10,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.68978329747915,0.8304929803437657,690,15,15,0,0,2,?,?,?,?,?,?,10
11,14,13,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.81087965145707,0.8135094157510402,690,15,15,0,0,2,?,?,?,?,?,?,13
11,14,7,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.92121559754014,0.806828473206491,690,15,15,0,0,2,?,?,?,?,?,?,7
11,14,11,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.15133843570948,0.8249136766396028,690,15,15,0,0,2,?,?,?,?,?,?,11
11,14,8,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.40895840153098,0.8439974625182346,690,15,15,0,0,2,?,?,?,?,?,?,8
11,14,6,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.30531703680754,0.7994539959994277,690,15,15,0,0,2,?,?,?,?,?,?,6
11,14,9,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},36.014398384839296,0.8611694377196123,690,15,15,0,0,2,?,?,?,?,?,?,9
11,14,21,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.1390739614144,0.8445922148723943,690,15,15,0,0,2,?,?,?,?,?,?,21
