dataset_id,strategy_id,dataset_random_seed,strategy,duration,f1_auc,n_samples,n_features,n_informative,n_redundant,n_repeated,n_classes,n_clusters_per_class,weights,flip_y,class_sep,hypercube,scale,random_state
11,14,4,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.05718037113547,0.8391754393911415,690,15,15,0,0,2,?,?,?,?,?,?,4
11,14,2,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.10463013127446,0.8343303235047804,690,15,15,0,0,2,?,?,?,?,?,?,2
11,14,1,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.26346226781607,0.839125880901743,690,15,15,0,0,2,?,?,?,?,?,?,1
11,14,3,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.427992187440395,0.8304529357463946,690,15,15,0,0,2,?,?,?,?,?,?,3
11,14,5,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.10234473273158,0.84938217097668,690,15,15,0,0,2,?,?,?,?,?,?,5
11,14,0,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.686473701149225,0.846815345082472,690,15,15,0,0,2,?,?,?,?,?,?,0
11,14,9,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.223127499222755,0.8611694377196123,690,15,15,0,0,2,?,?,?,?,?,?,9
11,14,14,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.77534030377865,0.8324733204323428,690,15,15,0,0,2,?,?,?,?,?,?,14
11,14,6,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.79661118239164,0.7994539959994277,690,15,15,0,0,2,?,?,?,?,?,?,6
11,14,13,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.873630814254284,0.8135094157510402,690,15,15,0,0,2,?,?,?,?,?,?,13
11,14,11,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.987012919038534,0.8249136766396028,690,15,15,0,0,2,?,?,?,?,?,?,11
