dataset_id,strategy_id,dataset_random_seed,strategy,duration,f1_auc,n_samples,n_features,n_informative,n_redundant,n_repeated,n_classes,n_clusters_per_class,weights,flip_y,class_sep,hypercube,scale,random_state
11,14,0,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},32.87116454541683,0.846815345082472,690,15,15,0,0,2,?,?,?,?,?,?,0
11,14,2,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.108615174889565,0.8343303235047804,690,15,15,0,0,2,?,?,?,?,?,?,2
11,14,3,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.19711384922266,0.8304529357463946,690,15,15,0,0,2,?,?,?,?,?,?,3
11,14,1,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.24878465756774,0.839125880901743,690,15,15,0,0,2,?,?,?,?,?,?,1
11,14,9,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.44068784639239,0.8611694377196123,690,15,15,0,0,2,?,?,?,?,?,?,9
11,14,10,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.683464385569096,0.8304929803437657,690,15,15,0,0,2,?,?,?,?,?,?,10
11,14,11,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.76051972806454,0.8249136766396028,690,15,15,0,0,2,?,?,?,?,?,?,11
11,14,14,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.85273319110274,0.8324733204323428,690,15,15,0,0,2,?,?,?,?,?,?,14
11,14,15,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.92893634736538,0.8325307898274896,690,15,15,0,0,2,?,?,?,?,?,?,15
11,14,8,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.0419408865273,0.8439974625182346,690,15,15,0,0,2,?,?,?,?,?,?,8
11,14,6,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.06759395822883,0.7994539959994277,690,15,15,0,0,2,?,?,?,?,?,?,6
11,14,7,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.21218056604266,0.806828473206491,690,15,15,0,0,2,?,?,?,?,?,?,7
11,14,5,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.29626749828458,0.84938217097668,690,15,15,0,0,2,?,?,?,?,?,?,5
11,14,12,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.395517095923424,0.8422996075922144,690,15,15,0,0,2,?,?,?,?,?,?,12
11,14,13,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.74956838041544,0.8135094157510402,690,15,15,0,0,2,?,?,?,?,?,?,13
11,14,16,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.2930564917624,0.8245151923997762,690,15,15,0,0,2,?,?,?,?,?,?,16
11,14,4,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.18370923027396,0.8391754393911415,690,15,15,0,0,2,?,?,?,?,?,?,4
11,14,20,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.224956791847944,0.8330794316046642,690,15,15,0,0,2,?,?,?,?,?,?,20
11,14,19,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.557057198137045,0.8385664156380734,690,15,15,0,0,2,?,?,?,?,?,?,19
11,14,18,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.625376123934984,0.8443041910947555,690,15,15,0,0,2,?,?,?,?,?,?,18
11,14,24,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.75268987566233,0.8196275520990961,690,15,15,0,0,2,?,?,?,?,?,?,24
11,14,17,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.73613455146551,0.8287722181484314,690,15,15,0,0,2,?,?,?,?,?,?,17
11,14,26,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.810087241232395,0.8343129269339734,690,15,15,0,0,2,?,?,?,?,?,?,26
11,14,25,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.84230590239167,0.8443435112205956,690,15,15,0,0,2,?,?,?,?,?,?,25
11,14,23,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.0583910793066,0.8017931744477369,690,15,15,0,0,2,?,?,?,?,?,?,23
11,14,22,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.337500877678394,0.8262456924110536,690,15,15,0,0,2,?,?,?,?,?,?,22
11,14,21,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.70003845542669,0.8445922148723943,690,15,15,0,0,2,?,?,?,?,?,?,21
11,14,33,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.632509261369705,0.8249353287677055,690,15,15,0,0,2,?,?,?,?,?,?,33
11,14,32,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.74132635444403,0.8200511620998767,690,15,15,0,0,2,?,?,?,?,?,?,32
11,14,31,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.77956023812294,0.7991082704317621,690,15,15,0,0,2,?,?,?,?,?,?,31
11,14,34,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.97567081078887,0.820899461261094,690,15,15,0,0,2,?,?,?,?,?,?,34
11,14,36,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.99065387248993,0.8362031191329619,690,15,15,0,0,2,?,?,?,?,?,?,36
11,14,27,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.12708703801036,0.8151014228551114,690,15,15,0,0,2,?,?,?,?,?,?,27
11,14,30,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.26758462190628,0.8469818476532514,690,15,15,0,0,2,?,?,?,?,?,?,30
