dataset_id,strategy_id,dataset_random_seed,strategy,duration,f1_auc,n_samples,n_features,n_informative,n_redundant,n_repeated,n_classes,n_clusters_per_class,weights,flip_y,class_sep,hypercube,scale,random_state
11,14,1,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.41833706200123,0.839125880901743,690,15,15,0,0,2,?,?,?,?,?,?,1
11,14,0,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.623172502964735,0.846815345082472,690,15,15,0,0,2,?,?,?,?,?,?,0
11,14,3,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.707192085683346,0.8304529357463946,690,15,15,0,0,2,?,?,?,?,?,?,3
11,14,4,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.792600844055414,0.8391754393911415,690,15,15,0,0,2,?,?,?,?,?,?,4
11,14,2,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.85173783451319,0.8343303235047804,690,15,15,0,0,2,?,?,?,?,?,?,2
11,14,5,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.91248904541135,0.84938217097668,690,15,15,0,0,2,?,?,?,?,?,?,5
11,14,6,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.7648987993598,0.7994539959994277,690,15,15,0,0,2,?,?,?,?,?,?,6
11,14,25,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.531105007976294,0.8443435112205956,690,15,15,0,0,2,?,?,?,?,?,?,25
11,14,22,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.522867791354656,0.8262456924110536,690,15,15,0,0,2,?,?,?,?,?,?,22
11,14,24,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.52332424744964,0.8196275520990961,690,15,15,0,0,2,?,?,?,?,?,?,24
11,14,19,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.677926171571016,0.8385664156380734,690,15,15,0,0,2,?,?,?,?,?,?,19
11,14,23,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.67693489789963,0.8017931744477369,690,15,15,0,0,2,?,?,?,?,?,?,23
11,14,10,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.69830430671573,0.8304929803437657,690,15,15,0,0,2,?,?,?,?,?,?,10
11,14,12,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.78076886385679,0.8422996075922144,690,15,15,0,0,2,?,?,?,?,?,?,12
11,14,26,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.832662373781204,0.8343129269339734,690,15,15,0,0,2,?,?,?,?,?,?,26
11,14,20,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.89272095635533,0.8330794316046642,690,15,15,0,0,2,?,?,?,?,?,?,20
